data;maquina;setor;turno;horas_uso;temperatura_media;vibracao_media;producao;pecas_defeituosas;taxa_defeito;eficiencia;col_mes
2025-02-24;Prensa 12;Estamparia;Manhã;7;81,9;2,42;375;4;1,0666666666666667;98,93333333333334;2
2025-02-25;Prensa 12;Estamparia;Tarde;8;86,7;2,58;314;3;0,9554140127388535;99,04458598726114;2
2025-02-26;Prensa 12;Estamparia;Manhã;9;87,6;2,63;357;5;1,400560224089636;98,59943977591037;2
2025-02-27;Prensa 12;Estamparia;Tarde;6;79,8;2,82;339;6;1,7699115044247788;98,23008849557522;2
2025-02-28;Prensa 12;Estamparia;Manhã;7;82,7;2,05;314;11;3,5031847133757963;96,4968152866242;2
2025-03-01;Prensa 12;Estamparia;Tarde;5;84,8;2,86;124;9;7,258064516129033;92,74193548387096;3
2025-03-02;Prensa 12;Estamparia;Manhã;5;81,1;2,25;179;9;5,027932960893855;94,97206703910615;3
2025-03-03;Prensa 12;Estamparia;Tarde;8;82,8;2,53;346;3;0,8670520231213872;99,13294797687861;3
2025-03-04;Prensa 12;Estamparia;Manhã;8;84,2;2,75;322;11;3,4161490683229814;96,58385093167702;3
2025-03-05;Prensa 12;Estamparia;Tarde;7;81,5;2,2;293;10;3,4129692832764507;96,58703071672355;3
2025-03-06;Prensa 12;Estamparia;Manhã;10;83,8;2,43;317;7;2,2082018927444795;97,79179810725552;3
2025-03-07;Prensa 12;Estamparia;Tarde;10;84,7;2,08;337;2;0,5934718100890208;99,40652818991097;3
2025-03-08;Prensa 12;Estamparia;Manhã;5;81,9;3,19;106;3;2,8301886792452833;97,16981132075472;3
2025-03-09;Prensa 12;Estamparia;Tarde;3;85,6;2,82;139;10;7,194244604316546;92,80575539568345;3
2025-03-10;Prensa 12;Estamparia;Manhã;5;84,5;2,65;307;7;2,2801302931596092;97,71986970684038;3
2025-03-11;Prensa 12;Estamparia;Tarde;10;80,2;2,26;331;10;3,0211480362537766;96,97885196374622;3
2025-03-12;Prensa 12;Estamparia;Manhã;9;79,7;2,18;302;7;2,3178807947019866;97,68211920529801;3
2025-03-13;Prensa 12;Estamparia;Tarde;11;83,9;2,31;339;4;1,1799410029498525;98,82005899705015;3
2025-03-14;Prensa 12;Estamparia;Manhã;7;82,4;2,62;314;3;0,9554140127388535;99,04458598726114;3
2025-03-15;Prensa 12;Estamparia;Tarde;5;83,2;2,8;101;8;7,920792079207921;92,07920792079207;3
2025-03-16;Prensa 12;Estamparia;Manhã;4;85,3;2,63;139;11;7,913669064748201;92,0863309352518;3
2025-03-17;Prensa 12;Estamparia;Tarde;10;88,2;2,39;374;3;0,8021390374331552;99,19786096256685;3
2025-03-18;Prensa 12;Estamparia;Manhã;10;82,6;3,12;358;10;2,793296089385475;97,20670391061452;3
2025-03-19;Prensa 12;Estamparia;Tarde;9;77,3;2,92;373;8;2,1447721179624666;97,85522788203754;3
2025-03-20;Prensa 12;Estamparia;Manhã;9;81,4;2,59;385;3;0,7792207792207793;99,22077922077922;3
2025-03-21;Prensa 12;Estamparia;Tarde;10;79,2;2,83;303;4;1,3201320132013201;98,67986798679868;3
2025-03-22;Prensa 12;Estamparia;Manhã;2;83,7;2,52;74;6;8,108108108108109;91,89189189189189;3
2025-03-23;Prensa 12;Estamparia;Tarde;4;85,4;2,52;151;5;3,3112582781456954;96,6887417218543;3
2025-03-24;Prensa 12;Estamparia;Manhã;8;84,3;2,13;382;6;1,5706806282722512;98,42931937172774;3
2025-03-25;Prensa 12;Estamparia;Tarde;6;85,2;2,59;327;11;3,3639143730886847;96,63608562691131;3
2025-03-26;Prensa 12;Estamparia;Manhã;7;84,7;2,84;336;4;1,1904761904761905;98,80952380952381;3
2025-03-27;Prensa 12;Estamparia;Tarde;9;85,7;2,56;351;5;1,4245014245014245;98,57549857549857;3
2025-03-28;Prensa 12;Estamparia;Manhã;10;79,8;2,43;315;3;0,9523809523809524;99,04761904761905;3
2025-03-29;Prensa 12;Estamparia;Tarde;4;79,9;2,56;94;9;9,574468085106384;90,42553191489361;3
2025-03-30;Prensa 12;Estamparia;Manhã;4;81,6;2,94;73;7;9,58904109589041;90,41095890410959;3
2025-03-31;Prensa 12;Estamparia;Tarde;5;83,1;2,57;353;2;0,56657223796034;99,43342776203966;3
2025-04-01;Prensa 12;Estamparia;Manhã;8;78,3;5,99;179;30;16,75977653631285;83,24022346368716;4
2025-04-02;Prensa 12;Estamparia;Tarde;6;80,0;7,02;189;18;9,523809523809524;90,47619047619048;4
2025-04-03;Prensa 12;Estamparia;Manhã;5;77,8;6,11;178;29;16,292134831460675;83,70786516853933;4
2025-04-04;Prensa 12;Estamparia;Tarde;9;85,6;7,17;197;29;14,720812182741117;85,27918781725889;4
2025-04-05;Prensa 12;Estamparia;Manhã;4;82,7;6,63;57;27;47,368421052631575;52,631578947368425;4
2025-04-06;Prensa 12;Estamparia;Tarde;2;80,6;6,68;73;18;24,65753424657534;75,34246575342466;4
2025-04-07;Prensa 12;Estamparia;Manhã;7;83,3;5,92;188;29;15,425531914893616;84,57446808510639;4
2025-04-08;Prensa 12;Estamparia;Tarde;10;90,8;6,47;169;22;13,017751479289942;86,98224852071006;4
2025-04-09;Prensa 12;Estamparia;Manhã;5;83,5;2,38;346;7;2,023121387283237;97,97687861271676;4
2025-04-10;Prensa 12;Estamparia;Tarde;9;81,7;2,59;351;9;2,564102564102564;97,43589743589743;4
2025-04-11;Prensa 12;Estamparia;Manhã;5;80,4;2,93;364;4;1,098901098901099;98,9010989010989;4
2025-04-12;Prensa 12;Estamparia;Tarde;4;78,7;3,09;98;3;3,061224489795918;96,93877551020408;4
2025-04-13;Prensa 12;Estamparia;Manhã;3;82,9;2,12;140;2;1,4285714285714286;98,57142857142857;4
2025-04-14;Prensa 12;Estamparia;Tarde;5;81,2;2,45;342;7;2,046783625730994;97,953216374269;4
2025-04-15;Prensa 12;Estamparia;Manhã;10;79,6;2,57;354;3;0,847457627118644;99,15254237288136;4
2025-04-16;Prensa 12;Estamparia;Tarde;6;80,9;2,83;327;7;2,1406727828746175;97,85932721712538;4
2025-04-17;Prensa 12;Estamparia;Manhã;11;84,8;2,22;294;6;2,0408163265306123;97,95918367346938;4
2025-04-18;Prensa 12;Estamparia;Tarde;7;79,0;1,95;319;7;2,19435736677116;97,80564263322884;4
2025-04-19;Prensa 12;Estamparia;Manhã;3;78,0;2,24;125;11;8,799999999999999;91,2;4
2025-04-20;Prensa 12;Estamparia;Tarde;3;75,3;2,4;119;7;5,88235294117647;94,11764705882354;4
2025-04-21;Prensa 12;Estamparia;Manhã;8;85,4;2,18;294;6;2,0408163265306123;97,95918367346938;4
2025-04-22;Prensa 12;Estamparia;Tarde;11;89,0;2,82;353;3;0,84985835694051;99,15014164305948;4
2025-04-23;Prensa 12;Estamparia;Manhã;8;83,7;2,83;343;10;2,9154518950437316;97,08454810495627;4
2025-04-24;Prensa 12;Estamparia;Tarde;8;81,4;2,77;335;6;1,791044776119403;98,2089552238806;4
2025-04-25;Prensa 12;Estamparia;Manhã;8;79,1;2,76;341;4;1,1730205278592376;98,82697947214076;4
2025-04-26;Prensa 12;Estamparia;Tarde;5;84,8;2,13;93;5;5,376344086021505;94,6236559139785;4
2025-04-27;Prensa 12;Estamparia;Manhã;3;84,8;2,56;114;11;9,649122807017543;90,35087719298245;4
2025-04-28;Prensa 12;Estamparia;Tarde;11;87,5;2,67;341;11;3,225806451612903;96,7741935483871;4
2025-04-29;Prensa 12;Estamparia;Manhã;8;79,2;2,35;333;7;2,1021021021021022;97,89789789789789;4
2025-04-30;Prensa 12;Estamparia;Tarde;5;83,4;1,92;343;10;2,9154518950437316;97,08454810495627;4
2025-05-01;Prensa 12;Estamparia;Manhã;6;88,8;2,75;305;11;3,606557377049181;96,39344262295081;5
2025-05-02;Prensa 12;Estamparia;Tarde;5;78,3;2,39;319;4;1,2539184952978055;98,74608150470219;5
2025-05-03;Prensa 12;Estamparia;Manhã;5;84,7;3,15;97;3;3,0927835051546393;96,90721649484536;5
2025-05-04;Prensa 12;Estamparia;Tarde;4;79,5;3,24;88;4;4,545454545454546;95,45454545454545;5
2025-05-05;Prensa 12;Estamparia;Manhã;8;82,9;2,49;349;2;0,5730659025787965;99,42693409742121;5
2025-05-06;Prensa 12;Estamparia;Tarde;10;82,1;2,56;362;11;3,0386740331491713;96,96132596685082;5
2025-05-07;Prensa 12;Estamparia;Manhã;5;88,6;3,04;296;10;3,3783783783783785;96,62162162162163;5
2025-05-08;Prensa 12;Estamparia;Tarde;6;84,0;2,14;323;8;2,476780185758514;97,52321981424149;5
2025-05-09;Prensa 12;Estamparia;Manhã;5;87,7;2,77;379;8;2,1108179419525066;97,8891820580475;5
2025-05-10;Prensa 12;Estamparia;Tarde;2;78,7;2,39;104;2;1,9230769230769231;98,07692307692308;5
2025-05-11;Prensa 12;Estamparia;Manhã;5;81,4;2,67;80;7;8,75;91,25;5
2025-05-12;Prensa 12;Estamparia;Tarde;6;78,7;2,82;305;3;0,9836065573770493;99,01639344262296;5
2025-05-13;Prensa 12;Estamparia;Manhã;11;81,4;2,15;305;4;1,3114754098360655;98,68852459016394;5
2025-05-14;Prensa 12;Estamparia;Tarde;6;76,1;2,41;318;6;1,8867924528301887;98,11320754716981;5
2025-05-15;Prensa 12;Estamparia;Manhã;9;82,5;2,99;356;8;2,247191011235955;97,75280898876404;5
2025-05-16;Prensa 12;Estamparia;Tarde;6;81,7;2,33;321;9;2,803738317757009;97,19626168224299;5
2025-05-17;Prensa 12;Estamparia;Manhã;5;85,7;1,9;106;8;7,547169811320755;92,45283018867924;5
2025-05-18;Prensa 12;Estamparia;Tarde;5;84,6;2,83;138;5;3,6231884057971016;96,3768115942029;5
2025-05-19;Prensa 12;Estamparia;Manhã;10;78,5;2,84;322;2;0,6211180124223602;99,37888198757764;5
2025-05-20;Prensa 12;Estamparia;Tarde;9;83,5;2,77;313;3;0,9584664536741214;99,04153354632588;5
2025-05-21;Prensa 12;Estamparia;Manhã;5;79,3;2,05;353;5;1,41643059490085;98,58356940509915;5
2025-05-22;Prensa 12;Estamparia;Tarde;10;88,5;2,26;361;7;1,9390581717451523;98,06094182825485;5
2025-05-23;Prensa 12;Estamparia;Manhã;8;82,1;2,48;352;2;0,5681818181818182;99,43181818181819;5
2025-05-24;Prensa 12;Estamparia;Tarde;3;88,6;2,8;128;7;5,46875;94,53125;5
2025-05-25;Prensa 12;Estamparia;Manhã;4;88,0;2,4;144;10;6,944444444444445;93,05555555555556;5
2025-05-26;Prensa 12;Estamparia;Tarde;11;78,4;2,49;315;5;1,5873015873015872;98,41269841269842;5
2025-05-27;Prensa 12;Estamparia;Manhã;6;85,9;2,93;353;10;2,8328611898017;97,1671388101983;5
2025-05-28;Prensa 12;Estamparia;Tarde;9;89,4;2,51;325;4;1,2307692307692308;98,76923076923077;5
2025-05-29;Prensa 12;Estamparia;Manhã;7;83,6;2,28;333;6;1,8018018018018018;98,1981981981982;5
2025-05-30;Prensa 12;Estamparia;Tarde;6;83,5;2,62;296;5;1,6891891891891893;98,3108108108108;5
2025-05-31;Prensa 12;Estamparia;Manhã;3;80,1;2,82;108;3;2,7777777777777777;97,22222222222223;5
2025-06-01;Prensa 12;Estamparia;Tarde;5;78,1;2,13;86;10;11,627906976744185;88,37209302325581;6
2025-06-02;Prensa 12;Estamparia;Manhã;6;82,8;3,09;339;9;2,6548672566371683;97,34513274336283;6
2025-06-03;Prensa 12;Estamparia;Tarde;11;80,2;2,51;332;5;1,5060240963855422;98,49397590361446;6
2025-06-04;Prensa 12;Estamparia;Manhã;8;82,5;2,14;365;5;1,36986301369863;98,63013698630137;6
2025-06-05;Prensa 12;Estamparia;Tarde;8;74,3;2,88;308;8;2,5974025974025974;97,40259740259741;6
2025-06-06;Prensa 12;Estamparia;Manhã;7;81,3;2,96;334;6;1,7964071856287425;98,20359281437126;6
2025-06-07;Prensa 12;Estamparia;Tarde;2;80,3;1,82;106;8;7,547169811320755;92,45283018867924;6
2025-06-08;Prensa 12;Estamparia;Manhã;2;83,2;2,3;119;6;5,042016806722689;94,95798319327731;6
2025-06-09;Prensa 12;Estamparia;Tarde;8;79,9;2,46;361;4;1,10803324099723;98,89196675900277;6
2025-06-10;Prensa 12;Estamparia;Manhã;5;78,3;2,9;351;11;3,133903133903134;96,86609686609687;6
2025-06-11;Prensa 12;Estamparia;Tarde;9;82,9;2,38;338;3;0,8875739644970414;99,11242603550296;6
2025-06-12;Prensa 12;Estamparia;Manhã;6;80,9;2,84;325;8;2,4615384615384617;97,53846153846153;6
2025-06-13;Prensa 12;Estamparia;Tarde;6;79,2;1,95;352;8;2,272727272727273;97,72727272727273;6
2025-06-14;Prensa 12;Estamparia;Manhã;5;81,2;2,59;127;9;7,086614173228346;92,91338582677166;6
2025-06-15;Prensa 12;Estamparia;Tarde;2;85,3;2,77;59;5;8,47457627118644;91,52542372881356;6
2025-06-16;Prensa 12;Estamparia;Manhã;7;82,6;2,42;373;11;2,949061662198391;97,05093833780161;6
2025-06-17;Prensa 12;Estamparia;Tarde;9;85,8;2,66;340;2;0,5882352941176471;99,41176470588235;6
2025-06-18;Prensa 12;Estamparia;Manhã;11;79,8;2,39;361;10;2,7700831024930745;97,22991689750693;6
2025-06-19;Prensa 12;Estamparia;Tarde;6;79,4;2,34;368;11;2,989130434782609;97,01086956521739;6
2025-06-20;Prensa 12;Estamparia;Manhã;9;81,8;2,58;317;3;0,9463722397476341;99,05362776025237;6
2025-06-21;Prensa 12;Estamparia;Tarde;3;84,5;2,59;180;3;1,6666666666666667;98,33333333333333;6
2025-06-22;Prensa 12;Estamparia;Manhã;4;83,3;2,35;126;9;7,142857142857142;92,85714285714286;6
2025-06-23;Prensa 12;Estamparia;Tarde;7;75,5;2,89;332;5;1,5060240963855422;98,49397590361446;6
2025-06-24;Prensa 12;Estamparia;Manhã;9;79,7;2,59;396;2;0,5050505050505051;99,4949494949495;6
2025-06-25;Prensa 12;Estamparia;Tarde;9;84,6;2,43;341;6;1,7595307917888565;98,24046920821114;6
2025-06-26;Prensa 12;Estamparia;Manhã;10;82,8;2,75;363;8;2,203856749311295;97,7961432506887;6
2025-06-27;Prensa 12;Estamparia;Tarde;11;78,9;2,75;353;7;1,9830028328611897;98,01699716713881;6
2025-06-28;Prensa 12;Estamparia;Manhã;5;82,1;2,72;105;3;2,857142857142857;97,14285714285714;6
2025-06-29;Prensa 12;Estamparia;Tarde;4;78,4;2,59;97;6;6,185567010309279;93,81443298969072;6
2025-06-30;Prensa 12;Estamparia;Manhã;9;76,7;2,8;381;7;1,837270341207349;98,16272965879266;6
2025-01-01;Solda Robô 01;Soldagem;Manhã;7;78,0;2,16;580;11;1,896551724137931;98,10344827586206;1
2025-01-02;Solda Robô 01;Soldagem;Tarde;5;74,3;2,26;619;5;0,8077544426494345;99,19224555735056;1
2025-01-03;Solda Robô 01;Soldagem;Manhã;7;78,9;1,97;617;8;1,2965964343598055;98,7034035656402;1
2025-01-04;Solda Robô 01;Soldagem;Tarde;4;70,8;1,95;186;10;5,376344086021505;94,6236559139785;1
2025-01-05;Solda Robô 01;Soldagem;Manhã;5;78,6;2,12;222;10;4,504504504504505;95,49549549549549;1
2025-01-06;Solda Robô 01;Soldagem;Tarde;6;76,0;2,33;639;4;0,6259780907668232;99,37402190923318;1
2025-01-07;Solda Robô 01;Soldagem;Manhã;11;77,2;1,99;655;9;1,3740458015267176;98,62595419847328;1
2025-01-08;Solda Robô 01;Soldagem;Tarde;10;73,8;1,59;648;6;0,9259259259259258;99,07407407407408;1
2025-01-09;Solda Robô 01;Soldagem;Manhã;10;70,4;2,48;598;4;0,6688963210702341;99,33110367892976;1
2025-01-10;Solda Robô 01;Soldagem;Tarde;9;82,7;2,56;663;5;0,7541478129713424;99,24585218702866;1
2025-01-11;Solda Robô 01;Soldagem;Manhã;5;79,9;2,39;199;4;2,0100502512562812;97,98994974874373;1
2025-01-12;Solda Robô 01;Soldagem;Tarde;2;77,5;1,8;224;9;4,017857142857143;95,98214285714286;1
2025-01-13;Solda Robô 01;Soldagem;Manhã;9;76,7;1,95;556;8;1,4388489208633095;98,56115107913669;1
2025-01-14;Solda Robô 01;Soldagem;Tarde;5;76,1;1,85;610;5;0,819672131147541;99,18032786885246;1
2025-01-15;Solda Robô 01;Soldagem;Manhã;5;79,5;2,29;588;5;0,8503401360544218;99,14965986394557;1
2025-01-16;Solda Robô 01;Soldagem;Tarde;8;80,6;2,0;621;7;1,1272141706924315;98,87278582930757;1
2025-01-17;Solda Robô 01;Soldagem;Manhã;11;73,9;2,43;661;10;1,5128593040847202;98,48714069591529;1
2025-01-18;Solda Robô 01;Soldagem;Tarde;5;79,6;1,68;186;2;1,0752688172043012;98,9247311827957;1
2025-01-19;Solda Robô 01;Soldagem;Manhã;3;73,4;2,33;168;6;3,571428571428571;96,42857142857143;1
2025-01-20;Solda Robô 01;Soldagem;Tarde;7;75,5;1,96;575;4;0,6956521739130435;99,30434782608695;1
2025-01-21;Solda Robô 01;Soldagem;Manhã;9;73,9;2,22;611;6;0,9819967266775778;99,01800327332242;1
2025-01-22;Solda Robô 01;Soldagem;Tarde;8;79,2;2,09;660;2;0,30303030303030304;99,6969696969697;1
2025-01-23;Solda Robô 01;Soldagem;Manhã;5;73,6;2,0;634;10;1,5772870662460567;98,42271293375394;1
2025-01-24;Solda Robô 01;Soldagem;Tarde;8;74,5;1,81;592;9;1,5202702702702704;98,47972972972973;1
2025-01-25;Solda Robô 01;Soldagem;Manhã;3;77,7;1,86;253;10;3,9525691699604746;96,04743083003953;1
2025-01-26;Solda Robô 01;Soldagem;Tarde;2;74,2;2,42;267;6;2,247191011235955;97,75280898876404;1
2025-01-27;Solda Robô 01;Soldagem;Manhã;8;78,2;1,88;613;9;1,468189233278956;98,53181076672104;1
2025-01-28;Solda Robô 01;Soldagem;Tarde;7;74,3;2,12;630;8;1,2698412698412698;98,73015873015873;1
2025-01-29;Solda Robô 01;Soldagem;Manhã;9;74,7;1,92;640;11;1,7187500000000002;98,28125;1
2025-01-30;Solda Robô 01;Soldagem;Tarde;9;72,2;2,34;586;11;1,877133105802048;98,12286689419795;1
2025-01-31;Solda Robô 01;Soldagem;Manhã;9;71,0;2,82;620;10;1,6129032258064515;98,38709677419355;1
2025-02-01;Solda Robô 01;Soldagem;Tarde;2;76,0;1,88;196;8;4,081632653061225;95,91836734693878;2
2025-02-02;Solda Robô 01;Soldagem;Manhã;3;78,1;2,9;209;7;3,349282296650718;96,65071770334929;2
2025-02-03;Solda Robô 01;Soldagem;Tarde;5;75,5;1,85;621;7;1,1272141706924315;98,87278582930757;2
2025-02-04;Solda Robô 01;Soldagem;Manhã;6;71,2;2,08;608;4;0,6578947368421052;99,34210526315789;2
2025-02-05;Solda Robô 01;Soldagem;Tarde;9;81,0;1,85;645;9;1,3953488372093024;98,6046511627907;2
2025-02-06;Solda Robô 01;Soldagem;Manhã;10;74,5;2,51;604;5;0,8278145695364238;99,17218543046357;2
2025-02-07;Solda Robô 01;Soldagem;Tarde;6;72,6;2,45;601;7;1,1647254575707155;98,83527454242929;2
2025-02-08;Solda Robô 01;Soldagem;Manhã;4;76,0;2,02;210;11;5,238095238095238;94,76190476190476;2
2025-02-09;Solda Robô 01;Soldagem;Tarde;5;70,3;2,08;199;9;4,522613065326634;95,47738693467336;2
2025-02-10;Solda Robô 01;Soldagem;Manhã;8;74,5;3,06;628;10;1,5923566878980893;98,40764331210191;2
2025-02-11;Solda Robô 01;Soldagem;Tarde;7;72,7;2,49;607;4;0,6589785831960462;99,34102141680395;2
2025-02-12;Solda Robô 01;Soldagem;Manhã;7;75,3;1,67;644;5;0,7763975155279503;99,22360248447205;2
2025-02-13;Solda Robô 01;Soldagem;Tarde;9;73,0;2,46;635;9;1,4173228346456692;98,58267716535433;2
2025-02-14;Solda Robô 01;Soldagem;Manhã;6;76,5;1,85;606;4;0,6600660066006601;99,33993399339934;2
2025-02-15;Solda Robô 01;Soldagem;Tarde;2;78,1;2,02;230;9;3,91304347826087;96,08695652173913;2
2025-02-16;Solda Robô 01;Soldagem;Manhã;3;74,0;1,98;194;5;2,5773195876288657;97,42268041237114;2
2025-02-17;Solda Robô 01;Soldagem;Tarde;10;76,3;1,88;628;10;1,5923566878980893;98,40764331210191;2
2025-02-18;Solda Robô 01;Soldagem;Manhã;8;72,4;2,44;623;6;0,9630818619582664;99,03691813804173;2
2025-02-19;Solda Robô 01;Soldagem;Tarde;9;75,9;1,82;653;7;1,0719754977029097;98,92802450229709;2
2025-02-20;Solda Robô 01;Soldagem;Manhã;6;71,4;2,02;624;2;0,3205128205128205;99,67948717948718;2
2025-02-21;Solda Robô 01;Soldagem;Tarde;8;74,2;2,27;632;6;0,949367088607595;99,0506329113924;2
2025-02-22;Solda Robô 01;Soldagem;Manhã;4;76,0;2,01;223;4;1,7937219730941705;98,20627802690584;2
2025-02-23;Solda Robô 01;Soldagem;Tarde;5;79,0;2,01;170;10;5,88235294117647;94,11764705882354;2
2025-02-24;Solda Robô 01;Soldagem;Manhã;9;77,2;1,93;626;6;0,9584664536741214;99,04153354632588;2
2025-02-25;Solda Robô 01;Soldagem;Tarde;8;78,1;1,93;615;10;1,6260162601626018;98,3739837398374;2
2025-02-26;Solda Robô 01;Soldagem;Manhã;7;79,8;2,0;656;7;1,0670731707317074;98,9329268292683;2
2025-02-27;Solda Robô 01;Soldagem;Tarde;5;79,6;2,07;656;4;0,6097560975609756;99,39024390243902;2
2025-02-28;Solda Robô 01;Soldagem;Manhã;5;76,1;1,86;656;8;1,2195121951219512;98,78048780487805;2
2025-03-01;Solda Robô 01;Soldagem;Tarde;3;71,6;1,98;232;9;3,8793103448275863;96,12068965517241;3
2025-03-02;Solda Robô 01;Soldagem;Manhã;4;77,6;1,7;222;7;3,153153153153153;96,84684684684684;3
2025-03-03;Solda Robô 01;Soldagem;Tarde;11;80,8;2,41;594;5;0,8417508417508417;99,15824915824916;3
2025-03-04;Solda Robô 01;Soldagem;Manhã;8;77,1;1,92;648;8;1,2345679012345678;98,76543209876543;3
2025-03-05;Solda Robô 01;Soldagem;Tarde;7;76,0;2,06;603;7;1,1608623548922055;98,8391376451078;3
2025-03-06;Solda Robô 01;Soldagem;Manhã;10;75,4;2,43;634;5;0,7886435331230284;99,21135646687698;3
2025-03-07;Solda Robô 01;Soldagem;Tarde;5;74,8;2,03;638;10;1,5673981191222568;98,43260188087774;3
2025-03-08;Solda Robô 01;Soldagem;Manhã;4;77,5;2,25;221;10;4,524886877828054;95,47511312217195;3
2025-03-09;Solda Robô 01;Soldagem;Tarde;4;75,5;2,27;276;4;1,4492753623188406;98,55072463768116;3
2025-03-10;Solda Robô 01;Soldagem;Manhã;11;70,6;2,02;586;6;1,023890784982935;98,97610921501706;3
2025-03-11;Solda Robô 01;Soldagem;Tarde;7;76,6;2,32;606;10;1,65016501650165;98,34983498349835;3
2025-03-12;Solda Robô 01;Soldagem;Manhã;8;73,9;2,34;643;2;0,3110419906687403;99,68895800933126;3
2025-03-13;Solda Robô 01;Soldagem;Tarde;10;81,8;1,61;617;3;0,48622366288492713;99,51377633711508;3
2025-03-14;Solda Robô 01;Soldagem;Manhã;9;72,8;2,11;638;2;0,3134796238244514;99,68652037617555;3
2025-03-15;Solda Robô 01;Soldagem;Tarde;2;78,5;2,39;233;9;3,862660944206009;96,13733905579399;3
2025-03-16;Solda Robô 01;Soldagem;Manhã;5;77,0;2,91;175;10;5,714285714285714;94,28571428571429;3
2025-03-17;Solda Robô 01;Soldagem;Tarde;7;72,9;2,06;654;9;1,3761467889908259;98,62385321100918;3
2025-03-18;Solda Robô 01;Soldagem;Manhã;9;78,7;2,62;605;8;1,322314049586777;98,67768595041322;3
2025-03-19;Solda Robô 01;Soldagem;Tarde;8;77,3;2,03;610;4;0,6557377049180327;99,34426229508196;3
2025-03-20;Solda Robô 01;Soldagem;Manhã;10;72,3;1,82;640;9;1,40625;98,59375;3
2025-03-21;Solda Robô 01;Soldagem;Tarde;11;74,9;2,37;626;3;0,4792332268370607;99,52076677316293;3
2025-03-22;Solda Robô 01;Soldagem;Manhã;2;75,3;1,96;216;11;5,092592592592593;94,9074074074074;3
2025-03-23;Solda Robô 01;Soldagem;Tarde;2;75,9;1,68;156;4;2,564102564102564;97,43589743589743;3
2025-03-24;Solda Robô 01;Soldagem;Manhã;10;70,5;2,33;634;7;1,1041009463722398;98,89589905362776;3
2025-03-25;Solda Robô 01;Soldagem;Tarde;5;70,6;2,43;618;2;0,3236245954692557;99,67637540453075;3
2025-03-26;Solda Robô 01;Soldagem;Manhã;10;73,5;2,07;653;2;0,3062787136294028;99,6937212863706;3
2025-03-27;Solda Robô 01;Soldagem;Tarde;5;73,3;2,14;666;8;1,2012012012012012;98,7987987987988;3
2025-03-28;Solda Robô 01;Soldagem;Manhã;11;74,9;2,42;623;2;0,32102728731942215;99,67897271268058;3
2025-03-29;Solda Robô 01;Soldagem;Tarde;5;73,0;1,56;182;9;4,945054945054945;95,05494505494505;3
2025-03-30;Solda Robô 01;Soldagem;Manhã;2;77,3;2,56;245;8;3,2653061224489797;96,73469387755102;3
2025-03-31;Solda Robô 01;Soldagem;Tarde;8;73,4;1,96;638;8;1,2539184952978055;98,74608150470219;3
2025-04-01;Solda Robô 01;Soldagem;Manhã;5;79,8;2,37;628;5;0,7961783439490446;99,20382165605096;4
2025-04-02;Solda Robô 01;Soldagem;Tarde;6;72,3;2,16;614;9;1,4657980456026058;98,53420195439739;4
2025-04-03;Solda Robô 01;Soldagem;Manhã;8;74,4;2,36;663;3;0,4524886877828055;99,5475113122172;4
2025-04-04;Solda Robô 01;Soldagem;Tarde;11;72,6;2,5;668;4;0,5988023952095809;99,40119760479043;4
2025-04-05;Solda Robô 01;Soldagem;Manhã;4;75,2;2,86;215;7;3,255813953488372;96,74418604651163;4
2025-04-06;Solda Robô 01;Soldagem;Tarde;4;74,0;2,16;265;4;1,509433962264151;98,49056603773585;4
2025-04-07;Solda Robô 01;Soldagem;Manhã;10;69,9;1,91;703;11;1,5647226173541962;98,43527738264581;4
2025-04-08;Solda Robô 01;Soldagem;Tarde;9;73,5;2,15;610;10;1,639344262295082;98,36065573770492;4
2025-04-09;Solda Robô 01;Soldagem;Manhã;11;78,1;2,0;618;10;1,6181229773462782;98,38187702265373;4
2025-04-10;Solda Robô 01;Soldagem;Tarde;9;74,5;2,18;663;3;0,4524886877828055;99,5475113122172;4
2025-04-11;Solda Robô 01;Soldagem;Manhã;7;81,6;1,69;628;11;1,7515923566878981;98,2484076433121;4
2025-04-12;Solda Robô 01;Soldagem;Tarde;4;75,7;2,58;243;2;0,823045267489712;99,17695473251028;4
2025-04-13;Solda Robô 01;Soldagem;Manhã;5;71,7;1,98;195;9;4,615384615384616;95,38461538461539;4
2025-04-14;Solda Robô 01;Soldagem;Tarde;5;74,4;1,81;627;11;1,7543859649122806;98,24561403508773;4
2025-04-15;Solda Robô 01;Soldagem;Manhã;8;78,8;1,95;616;6;0,974025974025974;99,02597402597402;4
2025-04-16;Solda Robô 01;Soldagem;Tarde;6;75,6;2,18;667;7;1,0494752623688157;98,95052473763118;4
2025-04-17;Solda Robô 01;Soldagem;Manhã;5;75,1;2,23;594;7;1,1784511784511784;98,82154882154882;4
2025-04-18;Solda Robô 01;Soldagem;Tarde;7;70,6;2,09;609;11;1,8062397372742198;98,19376026272577;4
2025-04-19;Solda Robô 01;Soldagem;Manhã;2;73,8;2,42;212;7;3,30188679245283;96,69811320754717;4
2025-04-20;Solda Robô 01;Soldagem;Tarde;5;68,1;2,1;228;5;2,1929824561403506;97,80701754385964;4
2025-04-21;Solda Robô 01;Soldagem;Manhã;5;70,3;1,76;610;2;0,32786885245901637;99,67213114754098;4
